                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     800                                     1051                  1.0000000000000000E+000                  1.4000000000000000E-002                  1.1868925299940648E+007                  2.2902859232918036E+002                  2.2284592486082671E+004                  8.4921211977647399E+004                  1.9550229477312310E+001                 -5.8893822597494241E+000                  2.8722903947152843E-004                  4.3445194274444663E-017                  9.8616333380704135E-001                  2.0731908438605955E-004                  9.0513843918404672E-003                  1.1406334276436950E-004                  1.4792488252683275E-003                  1.6791873975216948E+001                 -5.6851967476102844E-007                  7.0064048750196299E+000                  1.9750824584170346E-004                  9.5533334836641650E+000                  1.7024804221469146E-002                  8.9834688000108937E-002                  5.4929680399120377E-002                  2.4844606437178771E-002                  5.8930593552334809E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1112286096717138E+005                  3.9995506166480814E+003                  1.9773474240613561E+006                  6.8830658640922804E+004                  6.8802075921519208E+004                  2.5898374643661958E-016                  4.6829844424094672E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.7455479704540700E+014                               "r24.08.1"                               "gfortran"                                 "13.3.0"                    "x86_64-macos-24.7.1"                                 "CRMATH"                               "20250409"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                    logdq                                    log_g                                   radius                    pressure_scale_height                                       dq                                    logxq                                    logxm                                     logE                                     logS                          pgas_div_ptotal                                      eta                                       mu                                   gamma1                                   gamma3                                   csound              log_thermal_time_to_surface                                       pp                                      cno                                tri_alpha                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                              log_opacity                                     logL                           log_L_div_Ledd                        mlt_mixing_length                          mlt_mixing_type                                 conv_vel                             conv_L_div_L                      conv_vel_div_csound                       conv_vel_div_L_vel                            log_mlt_D_mix                          log_Lconv_div_L                              mixing_type                                log_D_mix                                      tau                                   logtau                                    omega                                    i_rot                                    j_rot                                    v_rot                       w_div_w_crit_roche                                   fp_rot                                   ft_rot                        ft_rot_div_fp_rot                              r_e_div_r_p                                  brunt_N                                 lamb_Sl2 
                                       1                  1.6791873975216948E+001                  1.2911518594375406E+000                  4.3480322497304114E+000                 -9.7350956881592587E+000                  3.0657582421950309E+000                  7.3599998323123850E-001                  2.5000001676871358E-001                  1.4000000000047974E-002                 -1.2301029995663988E+001                  3.0808630745887915E+000                  1.9550229477312310E+001                  7.5434297879347620E-002                  4.9999999999999141E-013                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.3434943553986047E+001                  9.6211498184537394E+000                  4.6531188955900460E-001                 -1.9022436678410855E+001                  6.2975934209066708E-001                  1.4171575370691687E+000                  1.3654301801715512E+000                  2.9932020267834002E+006                 -2.1518223318426006E+000                  2.9833409654519164E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3599998323123850E-001                  2.6621800056351750E-005                  2.4997339496865725E-001                  2.4464774660695691E-003                  7.1710600314379405E-004                  6.6579710144818900E-003                 -2.5706295959334907E-002                  4.9290161836975459E+000                 -4.3771208236760267E-001                  1.0495928206932426E+010                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                  6.6666666666666663E-001                 -1.7609125905568127E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.3482535605755607E-004                  8.5794199152239070E-001 
                                       2                  1.6791873975208549E+001                  1.2911506134161532E+000                  4.3480873468406527E+000                 -9.7347103430020852E+000                  3.0660810545906960E+000                  7.3599998323123850E-001                  2.5000001676871358E-001                  1.4000000000047974E-002                 -1.2301029995663988E+001                  3.0808655666313487E+000                  1.9550173386410574E+001                  7.5423004313682623E-002                  4.9999999999999141E-013                 -1.2301029995663988E+001                 -1.1075930829503248E+001                  1.3434891148677160E+001                  9.6211083540989168E+000                  4.6543797546550919E-001                 -1.9021739438580379E+001                  6.2975926348021638E-001                  1.4171845638895197E+000                  1.3654452595198738E+000                  2.9930150831511593E+006                 -1.8509188026428067E+000                  2.9859892639617187E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3599998323123850E-001                  2.6621800056351750E-005                  2.4997339496865725E-001                  2.4464774660695691E-003                  7.1710600314379405E-004                  6.6579710144818900E-003                 -2.5611365310241746E-002                  4.9290161839089999E+000                 -4.3771208215614837E-001                  1.0495112064893312E+010                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                  6.6734354785003347E-001                 -1.7565053411239465E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.3473552425014423E-004                  8.5791766110281742E-001 
                                       3                  1.6791873975200151E+001                  1.2911493684891449E+000                  4.3481741910685852E+000                 -9.7341037717509433E+000                  3.0665895512156003E+000                  7.3599998323123850E-001                  2.5000001676871358E-001                  1.4000000000047974E-002                 -1.1967906028159444E+001                  3.0808680564851483E+000                  1.9550117344934115E+001                  7.5405541514993984E-002                  1.0766981623928324E-012                 -1.2000000000000007E+001                 -1.0774900833839267E+001                  1.3434808886026296E+001                  9.6210431658630640E+000                  4.6563625683713133E-001                 -1.9020642314345086E+001                  6.2975913958170904E-001                  1.4172270740135344E+000                  1.3654689852856086E+000                  2.9927220372617412E+006                 -1.5338170335636947E+000                  2.9901627103858771E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3599998323123850E-001                  2.6621800056351750E-005                  2.4997339496865725E-001                  2.4464774660695695E-003                  7.1710600314379405E-004                  6.6579710144818900E-003                 -2.5461999086929650E-002                  4.9290161843312852E+000                 -4.3761721148088145E-001                  1.0493544491741796E+010                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                  6.6802058088944660E-001                 -1.7521015724147385E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.3455407876775852E-004                  8.5786669161083628E-001 
                                       4                  1.6791873975182074E+001                  1.2911466913732832E+000                  4.3483519919502305E+000                 -9.7328648834293219E+000                  3.0676294502416965E+000                  7.3599998323123850E-001                  2.5000001676871358E-001                  1.4000000000047974E-002                 -1.1666876032495463E+001                  3.0808734107164040E+000                  1.9549996832769878E+001                  7.5370070168984005E-002                  2.1533963247856613E-012                 -1.1682626621391305E+001                 -1.0457527455230565E+001                  1.3434641712805146E+001                  9.6209103219210395E+000                  4.6604053668394929E-001                 -1.9018402969346990E+001                  6.2975888596273766E-001                  1.4173137785047121E+000                  1.3655174059446855E+000                  2.9921280219114749E+006                 -1.2253805559482327E+000                  2.9987048770213799E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3599998323123850E-001                  2.6621800056351750E-005                  2.4997339496865725E-001                  2.4464774660695695E-003                  7.1710600314379405E-004                  6.6579710144818892E-003                 -2.5157148628391631E-002                  4.9290161852369323E+000                 -4.3741346509362050E-001                  1.0490192604082960E+010                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                  6.6947901602561999E-001                 -1.7426303085077940E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.3416410117735731E-004                  8.5775786498585882E-001 
                                       5                  1.6791873975145915E+001                  1.2911413522456943E+000                  4.3486683762457172E+000                 -9.7306700022711965E+000                  3.0694760870256710E+000                  7.3599998323123850E-001                  2.5000001676871358E-001                  1.4000000000047974E-002                 -1.1443532291792156E+001                  3.0808840889706466E+000                  1.9549756490582283E+001                  7.5307806315027953E-002                  3.6013697155898131E-012                 -1.1373649931726158E+001                 -1.0148550765565419E+001                  1.3434348278274603E+001                  9.6206759416447127E+000                  4.6675451338064577E-001                 -1.9014440395362719E+001                  6.2975843485089766E-001                  1.4174669986471704E+000                  1.3656030684656275E+000                  2.9910902893456519E+006                 -9.5878212973881671E-001                  3.0138985972188859E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3599998323123850E-001                  2.6621800056351750E-005                  2.4997339496865723E-001                  2.4464774660695695E-003                  7.1710600314379405E-004                  6.6579710144818900E-003                 -2.4617747854796635E-002                  4.9290161870348292E+000                 -4.3700799947045332E-001                  1.0483578461419086E+010                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                  6.7239798837457188E-001                 -1.7237359451741183E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.3338694440721505E-004                  8.5754359406187042E-001 
                                       6                  1.6791873975085441E+001                  1.2911324675922087E+000                  4.3492814384199523E+000                 -9.7264526721388389E+000                  3.0730401516979424E+000                  7.3599998323123850E-001                  2.5000001676871358E-001                  1.4000000000047974E-002                 -1.1120673858632500E+001                  3.0809018582760537E+000                  1.9549356552193192E+001                  7.5191536968256006E-002                  7.5740146595909720E-012                 -1.1106157032867451E+001                 -9.8810578667067102E+000                  1.3433794562704268E+001                  9.6202291568029725E+000                  4.6811790304567485E-001                 -1.9006844314285583E+001                  6.2975756130801630E-001                  1.4177599277384179E+000                  1.3657671804842131E+000                  2.9891503532712031E+006                 -6.6679565172447364E-001                  3.0433088073116360E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3599998323123850E-001                  2.6621800056351750E-005                  2.4997339496865725E-001                  2.4464774660695695E-003                  7.1710600314379405E-004                  6.6579710144818892E-003                 -2.3583964496994982E-002                  4.9290161899997091E+000                 -4.3633594256182345E-001                  1.0472790735838329E+010                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                  6.7728594503081418E-001                 -1.6922793673513445E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.3209585685515662E-004                  8.5719578766406190E-001 
                                       7                  1.6791873974958257E+001                  1.2911139611607190E+000                  4.3501060589074863E+000                 -9.7208459135625400E+000                  3.0778082654126808E+000                  7.3599998323123850E-001                  2.5000001676871358E-001                  1.4000000000047974E-002                 -1.1123878998507712E+001                  3.0809388711357437E+000                  1.9548523520380684E+001                  7.5040082783680490E-002                  7.5183233753292641E-012                 -1.0812324797571124E+001                 -9.5872256314103854E+000                  1.3433077392212265E+001                  9.6196419351421376E+000                  4.6991472474028129E-001                 -1.8996778707047387E+001                  6.2975638865907746E-001                  1.4181466222997874E+000                  1.3659845166517148E+000                  2.9866728697831263E+006                 -4.9596815646837128E-001                  3.0828532843727140E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3599998323123850E-001                  2.6621800056351750E-005                  2.4997339496865725E-001                  2.4464774660695695E-003                  7.1710600314379405E-004                  6.6579710144818900E-003                 -2.2213490994713668E-002                  4.9290161960980239E+000                 -4.3494568641016995E-001                  1.0451065616329151E+010                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                  6.8759092028701929E-001                 -1.6266986685304849E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.2941082151413719E-004                  8.5649902701233793E-001 
                                       8                  1.6791873974832011E+001                  1.2910958241482944E+000                  4.3511964715417504E+000                 -9.7135557595249900E+000                  3.0840634358489076E+000                  7.3599998323123850E-001                  2.5000001676871364E-001                  1.4000000000047863E-002                 -1.0902030248891357E+001                  3.0809751451573275E+000                  1.9547707151705858E+001                  7.4855212375638663E-002                  1.2530538958882057E-011                 -1.0639713346831417E+001                 -9.4146141806706769E+000                  1.3432180059027312E+001                  9.6188906786990636E+000                  4.7222086058834495E-001                 -1.8983753766601492E+001                  6.2975484097650491E-001                  1.4186440296799234E+000                  1.3662652380145675E+000                  2.9836392729040361E+006                 -3.0945985094885275E-001                  3.1350401670283929E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3599998323123850E-001                  2.6621800056351753E-005                  2.4997339496865728E-001                  2.4464774660695699E-003                  7.1710600314379405E-004                  6.6579710144818909E-003                 -2.0440169289984399E-002                  4.9290162019627051E+000                 -4.3359563529127809E-001                  1.0430788042082329E+010                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                  6.9785332010166889E-001                 -1.5623585096521447E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.2678686794129281E-004                  8.5585488845973390E-001 
                                       9                  1.6791873974621602E+001                  1.2910660940636076E+000                  4.3527753047679916E+000                 -9.7032260691780312E+000                  3.0930294683798207E+000                  7.3599998323123850E-001                  2.5000001676871358E-001                  1.4000000000047974E-002                 -1.0777091512283061E+001                  3.0810346053212596E+000                  1.9546369038692827E+001                  7.4610324504100725E-002                  1.6707385278509291E-011                 -1.0450330580162586E+001                 -9.2252314140018470E+000                  1.3430973595410723E+001                  9.6178488765697061E+000                  4.7543232970856059E-001                 -1.8965414816510236E+001                  6.2975260879854955E-001                  1.4193386074116752E+000                  1.3666594529435474E+000                  2.9796878965692599E+006                 -1.4542592728029297E-001                  3.2105019728592175E-029                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3599998323123850E-001                  2.6621800056351750E-005                  2.4997339496865725E-001                  2.4464774660695699E-003                  7.1710600314379405E-004                  6.6579710144818900E-003                 -1.7941732105794726E-002                  4.9290162113241243E+000                 -4.3141009417754278E-001                  1.0399745957164768E+010                                        0                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                                        0                 -9.8999999999999986E+001                  7.1502919498570150E-001                 -1.4567622538446270E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  3.2250475809186200E-004                  8.5488443248406665E-001 
